EmployeeID,Department,MeetingDateTime,MeetingDuration,MeetingType,NumberOfParticipants,MessageCount,AfterHoursMeetings,ProductivityScore,ContextSwitchCount,BurnoutRiskIndex
1227,Ops,31-05-2025 03:04,60,Client,10,225,No,97,2,0.26
1151,Tech,23-05-2025 17:14,40,Client,9,5,Yes,65,15,0.652
1487,Finance,14-03-2025 19:05,117,01:01,14,12,No,54,19,0.487
1268,HR,25-06-2025 21:46,96,All-Hands,3,65,No,59,12,0.386
1792,Tech,03-05-2025 01:41,61,Team,13,238,No,62,17,0.418
1572,Tech,11-08-2025 14:29,69,All-Hands,12,146,No,84,6,0.291
1667,Finance,30-06-2025 14:33,67,Team,11,237,Yes,63,12,0.782
1248,HR,21-07-2025 08:54,58,Client,9,232,No,50,18,0.418
1331,Finance,08-06-2025 09:17,57,01:01,8,213,Yes,72,18,0.808
1687,Ops,09-05-2025 15:35,96,All-Hands,13,182,No,77,0,0.313
1356,Tech,18-04-2025 02:45,33,Client,13,122,No,98,4,0.171
1608,HR,13-06-2025 17:43,40,Client,4,97,Yes,84,7,0.609
1358,Finance,20-06-2025 10:35,94,All-Hands,7,76,Yes,72,15,0.815
1451,HR,06-04-2025 03:40,42,Team,4,187,Yes,94,13,0.71
1701,Sales,10-03-2025 17:02,86,Team,13,182,Yes,71,7,0.758
1115,HR,22-04-2025 07:05,99,Team,10,232,Yes,50,5,0.79
1889,Sales,01-01-2025 14:49,37,01:01,4,63,No,72,10,0.218
1710,HR,05-05-2025 07:05,37,Client,14,234,No,67,14,0.326
1482,HR,26-03-2025 00:16,111,Client,6,56,Yes,88,12,0.82
1757,Finance,24-06-2025 04:24,58,Team,3,87,Yes,96,7,0.65
1559,Finance,24-04-2025 04:54,65,Client,11,134,No,99,15,0.366
1637,Tech,14-05-2025 14:40,98,01:01,12,133,No,76,8,0.378
1596,Finance,25-04-2025 05:51,71,01:01,6,89,No,89,15,0.363
1174,HR,31-05-2025 17:27,59,Client,14,176,Yes,72,19,0.808
1808,Finance,01-08-2025 02:29,115,Client,7,116,Yes,77,16,0.894
1476,HR,11-02-2025 15:11,42,01:01,10,193,No,74,17,0.352
1676,Sales,11-06-2025 14:15,55,Client,7,74,Yes,87,5,0.617
1019,Sales,01-04-2025 05:51,59,All-Hands,12,141,Yes,51,7,0.674
1389,Finance,27-03-2025 07:16,17,01:01,8,116,No,84,0,0.089
1496,Finance,26-04-2025 18:22,38,01:01,4,145,Yes,98,19,0.743
1203,Finance,29-03-2025 16:24,102,All-Hands,14,34,Yes,50,3,0.699
1040,Tech,20-05-2025 03:15,39,Client,14,176,No,92,1,0.178
1501,Ops,10-06-2025 04:30,103,Team,3,220,Yes,68,18,0.925
1355,Sales,18-01-2025 10:21,39,Client,7,242,No,58,0,0.194
1241,Finance,01-05-2025 10:03,56,Client,4,224,Yes,83,15,0.78
1640,Sales,06-06-2025 07:45,118,All-Hands,8,145,Yes,83,12,0.873
1966,Finance,13-04-2025 13:22,20,Client,6,121,Yes,55,8,0.578
1155,Sales,10-08-2025 02:53,62,All-Hands,12,38,Yes,80,9,0.66
1089,Ops,07-05-2025 01:03,24,Team,10,243,No,67,19,0.347
1246,Finance,28-02-2025 05:00,87,Team,5,190,No,89,8,0.373
1993,Sales,18-04-2025 12:32,23,Client,11,131,No,66,15,0.26
1555,Tech,25-04-2025 23:19,29,Team,4,120,Yes,54,4,0.561
1594,Finance,11-05-2025 01:20,34,Team,3,110,Yes,51,12,0.649
1316,Finance,04-08-2025 05:18,18,Team,11,108,No,59,8,0.168
1930,Tech,24-02-2025 05:03,22,Team,4,239,No,95,8,0.231
1069,Finance,14-07-2025 08:45,108,01:01,6,10,Yes,84,4,0.714
1325,Tech,15-04-2025 12:17,56,01:01,14,163,No,62,11,0.315
1901,Ops,04-07-2025 10:48,51,All-Hands,11,247,No,58,19,0.416
1453,Sales,16-01-2025 09:18,85,Team,3,245,Yes,72,6,0.771
1109,Tech,08-08-2025 07:10,54,Team,8,84,Yes,72,13,0.699
1780,Finance,14-01-2025 20:10,104,Client,4,196,Yes,80,17,0.908
1610,Tech,30-04-2025 03:20,34,Team,13,182,Yes,66,12,0.678
1367,HR,03-03-2025 07:02,16,All-Hands,10,12,Yes,88,9,0.535
1514,Finance,27-03-2025 03:15,84,All-Hands,4,185,No,84,17,0.454
1188,Ops,24-05-2025 21:14,89,All-Hands,7,83,No,54,18,0.436
1140,Tech,26-04-2025 02:36,100,Team,12,187,Yes,68,14,0.865
1033,Ops,24-05-2025 03:20,76,01:01,9,104,No,53,14,0.372
1973,Ops,22-07-2025 20:32,103,Team,13,182,Yes,84,13,0.86
1775,Tech,16-02-2025 19:13,63,01:01,4,101,Yes,85,6,0.658
1949,Ops,21-04-2025 07:31,44,All-Hands,4,48,No,74,15,0.279
1887,Ops,29-06-2025 20:37,118,Team,4,71,No,67,15,0.473
1414,HR,21-04-2025 06:55,97,All-Hands,11,16,No,94,12,0.369
1403,Finance,12-04-2025 23:19,21,01:01,12,9,Yes,83,3,0.486
1462,Ops,08-06-2025 00:08,39,01:01,7,151,Yes,67,5,0.608
1531,Finance,08-08-2025 05:00,43,All-Hands,10,182,Yes,66,13,0.71
1571,Ops,31-05-2025 18:03,38,01:01,12,25,Yes,83,2,0.525
1298,Ops,20-01-2025 04:53,89,All-Hands,7,188,No,63,18,0.478
1792,Sales,01-02-2025 11:35,104,All-Hands,6,53,Yes,88,7,0.751
1432,Sales,14-05-2025 03:58,65,01:01,5,111,Yes,81,6,0.667
1474,Ops,05-08-2025 02:50,23,01:01,14,128,Yes,78,7,0.579
1184,Finance,05-02-2025 18:13,70,Team,7,195,No,84,2,0.273
1423,Sales,02-02-2025 23:00,118,All-Hands,8,26,Yes,50,15,0.855
1183,Ops,01-07-2025 01:28,116,Team,8,171,No,72,8,0.438
1092,Sales,09-01-2025 00:34,89,Client,11,116,Yes,82,17,0.839
1735,HR,03-06-2025 21:32,77,01:01,5,164,Yes,90,16,0.818
1723,Ops,31-07-2025 02:46,113,Client,6,47,Yes,81,2,0.721
1536,Ops,13-02-2025 06:45,61,Team,4,115,No,63,15,0.348
1563,Ops,08-01-2025 08:48,75,01:01,2,123,Yes,73,19,0.827
1934,Sales,02-05-2025 20:13,37,Team,3,49,Yes,63,17,0.682
1889,Tech,07-02-2025 22:05,93,Team,7,26,Yes,64,17,0.813
1429,Sales,16-04-2025 14:44,50,Client,8,7,No,64,2,0.148
1295,Tech,18-02-2025 20:17,76,01:01,14,104,Yes,83,7,0.702
1983,Tech,28-04-2025 12:25,110,01:01,14,159,No,79,19,0.529
1012,Ops,05-04-2025 08:59,27,All-Hands,2,33,No,64,11,0.191
1556,HR,20-02-2025 13:06,92,All-Hands,10,92,Yes,83,17,0.837
1222,Finance,11-05-2025 13:03,85,All-Hands,14,246,No,80,5,0.361
1419,Ops,05-07-2025 09:48,28,01:01,9,90,Yes,51,16,0.666
1250,Finance,15-06-2025 14:42,115,Client,10,55,Yes,79,19,0.899
1050,Tech,04-01-2025 09:00,99,Team,14,244,Yes,71,2,0.765
1668,Sales,24-05-2025 23:24,115,01:01,3,121,Yes,98,10,0.836
1874,HR,27-04-2025 05:50,31,Client,11,246,No,51,3,0.206
1942,HR,11-06-2025 05:20,99,01:01,8,225,Yes,79,5,0.787
1426,Tech,29-07-2025 00:11,95,Team,8,216,No,54,4,0.364
1625,Finance,30-06-2025 12:11,34,Team,4,104,No,86,7,0.197
1767,Finance,23-06-2025 03:31,87,Client,6,169,Yes,51,8,0.765
1095,Sales,09-06-2025 08:08,114,Client,7,63,No,71,1,0.32
1919,Ops,27-07-2025 03:00,69,01:01,14,165,No,95,0,0.238
1863,Finance,14-04-2025 15:32,32,01:01,8,192,No,82,0,0.157
1482,Tech,13-05-2025 09:17,102,01:01,5,3,No,67,10,0.356
1337,Finance,18-01-2025 01:17,73,All-Hands,2,27,Yes,91,8,0.673
1712,Tech,06-08-2025 12:53,69,01:01,5,187,Yes,55,15,0.797
1585,Finance,27-07-2025 11:45,48,01:01,8,113,No,91,16,0.325
1741,Finance,26-03-2025 18:36,27,Client,9,17,No,62,16,0.234
1623,Sales,12-07-2025 12:24,115,Client,12,38,No,91,16,0.463
1949,Tech,26-06-2025 16:21,93,All-Hands,3,150,No,79,1,0.302
1504,Tech,12-06-2025 10:42,72,Team,5,66,No,56,17,0.376
1198,HR,17-07-2025 20:16,21,01:01,9,69,Yes,71,0,0.48
1476,HR,16-07-2025 13:14,82,Team,2,51,No,99,10,0.325
1423,HR,06-08-2025 00:58,43,Client,6,217,No,63,8,0.274
1573,Tech,02-07-2025 09:00,61,01:01,13,41,Yes,55,19,0.759
1706,Sales,20-03-2025 01:26,102,Client,12,165,Yes,57,0,0.721
1315,Sales,25-02-2025 14:39,68,Client,2,112,Yes,73,14,0.755
1116,Sales,15-06-2025 04:55,85,Client,4,213,No,84,10,0.398
1741,Finance,10-05-2025 08:37,98,01:01,14,242,Yes,90,9,0.832
1198,Sales,13-01-2025 11:05,112,Client,2,30,No,79,15,0.442
1938,Ops,02-07-2025 11:11,32,01:01,8,121,Yes,66,5,0.578
1493,Tech,21-06-2025 08:22,28,All-Hands,8,216,No,64,13,0.286
1473,Ops,27-07-2025 05:29,70,01:01,7,194,No,68,11,0.363
1578,Sales,04-04-2025 01:14,112,01:01,4,113,Yes,50,19,0.915
1591,Sales,15-02-2025 12:25,99,Client,14,197,Yes,86,0,0.726
1992,Tech,03-05-2025 13:47,65,Client,2,218,Yes,70,15,0.8
1347,Ops,04-06-2025 23:34,75,Team,7,167,No,75,15,0.404
1191,Finance,25-07-2025 00:13,106,01:01,2,99,No,59,10,0.405
1722,Sales,10-08-2025 12:00,31,01:01,10,186,No,72,6,0.212
1423,HR,20-08-2025 02:00,58,All-Hands,6,70,Yes,93,14,0.713
1380,Ops,20-05-2025 15:12,48,Client,14,195,Yes,63,13,0.728
1537,Sales,31-05-2025 04:10,30,Team,8,95,Yes,68,1,0.523
1383,HR,27-05-2025 09:45,24,Team,3,124,Yes,66,4,0.55
1454,Finance,27-05-2025 13:51,26,01:01,7,149,No,81,8,0.205
1926,Finance,04-08-2025 04:39,98,Team,2,181,Yes,96,5,0.767
1348,Ops,18-05-2025 15:48,97,Client,3,133,No,94,0,0.296
1146,HR,15-08-2025 19:45,37,Team,8,153,Yes,62,6,0.614
1741,HR,13-06-2025 08:28,93,All-Hands,13,26,No,75,0,0.243
1730,Finance,11-08-2025 20:12,93,01:01,5,108,Yes,76,4,0.716
1318,HR,14-01-2025 19:45,75,01:01,3,54,No,82,15,0.359
1478,HR,05-06-2025 06:33,101,01:01,7,118,No,65,13,0.43
1023,Finance,01-03-2025 04:24,43,Client,11,34,Yes,64,2,0.541
1328,Tech,20-08-2025 06:34,101,Team,14,33,No,82,8,0.346
1283,Finance,29-06-2025 19:13,55,Client,8,70,No,52,17,0.336
1687,HR,07-03-2025 09:40,57,Client,8,104,Yes,50,13,0.714
1161,Sales,21-02-2025 20:21,66,01:01,7,102,Yes,59,6,0.666
1981,Finance,09-02-2025 10:20,104,01:01,3,157,Yes,85,16,0.883
1555,Sales,29-05-2025 07:47,111,Client,11,114,No,96,9,0.413
1144,Sales,08-07-2025 19:53,65,Team,13,55,Yes,65,8,0.665
1072,Sales,05-04-2025 08:31,46,Client,12,27,No,66,13,0.256
1051,Tech,29-04-2025 11:06,73,01:01,3,185,No,51,3,0.286
1924,HR,14-05-2025 15:21,85,01:01,14,14,No,74,0,0.218
1055,HR,28-07-2025 01:23,89,All-Hands,11,24,No,86,15,0.382
1183,Finance,23-05-2025 09:56,57,All-Hands,6,165,No,90,12,0.328
1319,Sales,19-08-2025 20:28,102,Team,9,109,Yes,82,16,0.859
1997,Ops,06-07-2025 23:26,102,Team,6,56,Yes,51,8,0.757
1832,Ops,26-02-2025 23:59,82,01:01,2,16,No,99,15,0.361
1317,Ops,21-04-2025 14:24,108,All-Hands,9,185,Yes,60,17,0.914
1970,Tech,10-06-2025 14:45,69,Team,14,151,No,59,12,0.353
1934,Sales,26-04-2025 05:28,31,All-Hands,3,41,Yes,97,19,0.684
1716,Sales,08-02-2025 17:30,115,Client,14,81,No,66,8,0.4
1499,HR,08-04-2025 14:45,28,01:01,2,156,No,80,3,0.162
1115,Sales,28-03-2025 09:29,96,All-Hands,12,147,No,96,10,0.399
1866,Tech,19-01-2025 23:08,23,Client,14,78,No,76,14,0.229
1618,Finance,25-03-2025 03:09,106,Team,6,246,Yes,68,19,0.953
1415,HR,17-08-2025 12:19,40,Client,10,153,Yes,75,13,0.691
1811,Sales,01-06-2025 05:34,106,All-Hands,2,81,No,81,2,0.317
1604,Ops,05-04-2025 00:08,80,Team,2,41,Yes,68,16,0.776
1561,Tech,11-02-2025 10:42,47,All-Hands,13,176,No,52,10,0.288
1067,Sales,22-01-2025 04:16,63,Team,8,153,No,84,7,0.289
1803,Ops,03-08-2025 02:41,66,Client,5,116,Yes,56,13,0.741
1177,HR,19-05-2025 06:40,60,All-Hands,5,143,Yes,73,0,0.607
1606,Finance,13-01-2025 21:12,63,All-Hands,10,9,No,65,15,0.311
1568,HR,25-05-2025 16:30,72,All-Hands,9,156,Yes,88,5,0.692
1315,Ops,07-03-2025 18:03,30,01:01,5,79,Yes,56,8,0.587
1701,Finance,30-01-2025 16:51,92,All-Hands,12,153,No,75,13,0.421
1506,HR,25-04-2025 23:17,85,01:01,2,25,Yes,94,19,0.812
1836,Tech,13-04-2025 22:59,77,01:01,4,179,Yes,53,10,0.764
1676,Tech,08-02-2025 00:24,16,All-Hands,13,29,No,98,11,0.162
1399,Finance,17-03-2025 08:13,104,All-Hands,13,160,Yes,62,13,0.854
1210,Sales,06-02-2025 23:45,102,Client,3,235,No,75,15,0.499
1940,Ops,11-06-2025 03:05,114,Client,9,65,Yes,91,8,0.791
1596,HR,09-06-2025 16:30,101,All-Hands,14,22,Yes,66,15,0.811
1872,Sales,19-05-2025 20:52,16,01:01,5,19,No,95,2,0.068
1922,Finance,30-06-2025 20:19,69,01:01,13,39,Yes,51,3,0.618
1720,Finance,27-06-2025 17:34,92,Client,4,161,Yes,93,13,0.824
1881,Sales,20-07-2025 01:30,20,01:01,14,191,Yes,85,17,0.696
1442,Finance,03-02-2025 13:07,26,All-Hands,5,122,No,79,18,0.294
1728,Ops,20-08-2025 15:52,118,All-Hands,8,223,No,97,18,0.564
1445,Finance,05-04-2025 09:36,20,Team,5,154,Yes,92,4,0.552
1486,Tech,11-07-2025 01:19,62,Team,8,186,No,54,10,0.329
1863,Sales,15-06-2025 06:50,29,All-Hands,4,121,Yes,54,4,0.561
1295,Tech,30-04-2025 08:41,23,Team,4,92,Yes,55,16,0.654
1073,HR,09-04-2025 17:00,40,Team,6,71,No,70,10,0.228
1673,Ops,30-01-2025 03:10,52,Team,9,105,Yes,73,2,0.592
1140,Ops,04-02-2025 00:29,28,All-Hands,8,13,No,59,11,0.185
1638,Tech,27-04-2025 00:51,52,All-Hands,13,118,No,95,1,0.187
1565,Ops,11-01-2025 08:54,55,All-Hands,11,121,No,66,16,0.346
1231,Tech,02-07-2025 16:32,81,All-Hands,4,0,Yes,61,6,0.663
1591,Ops,07-03-2025 20:40,18,Team,11,140,No,83,9,0.191
1420,Finance,08-02-2025 21:47,99,Client,7,120,Yes,53,17,0.866
1038,Finance,12-05-2025 22:22,83,All-Hands,4,129,No,61,16,0.419
1115,Finance,21-01-2025 15:42,88,All-Hands,3,5,Yes,57,18,0.802
1145,Finance,25-04-2025 04:48,25,Client,10,126,No,61,8,0.193
1529,HR,29-01-2025 04:54,16,01:01,9,249,Yes,60,3,0.57
1483,HR,19-05-2025 04:54,24,Client,6,211,Yes,97,7,0.614
1925,Sales,04-01-2025 01:36,50,01:01,14,105,No,61,13,0.297
1464,Finance,14-05-2025 19:32,68,All-Hands,3,212,No,71,11,0.365
1431,Sales,23-04-2025 01:02,64,Client,8,19,No,73,6,0.228
1171,HR,11-05-2025 06:36,23,Client,2,153,No,87,5,0.169
1062,Ops,19-07-2025 19:29,75,Team,13,85,Yes,93,9,0.712
1672,Sales,02-01-2025 20:16,76,01:01,11,133,No,66,18,0.423
1496,HR,24-01-2025 00:07,52,Team,9,50,Yes,59,7,0.62
1871,Sales,30-01-2025 03:10,35,Client,9,69,Yes,70,6,0.575
1630,Sales,12-08-2025 20:40,102,Client,2,186,No,67,19,0.519
1014,HR,10-08-2025 12:55,110,Team,13,47,Yes,91,9,0.784
1674,Ops,08-01-2025 02:06,66,Client,11,31,Yes,91,10,0.677
1267,Tech,15-02-2025 04:03,37,All-Hands,3,56,Yes,89,6,0.575
1818,Finance,03-08-2025 19:37,118,01:01,2,212,No,51,17,0.55
1086,Tech,20-01-2025 20:55,61,Team,2,228,No,83,19,0.434
1770,Ops,23-01-2025 20:02,49,All-Hands,4,113,Yes,67,13,0.698
1676,Ops,28-05-2025 19:54,102,Team,9,124,Yes,79,11,0.815
1591,Sales,07-05-2025 04:23,67,01:01,11,86,No,98,10,0.302
1773,HR,30-05-2025 08:01,80,01:01,11,217,Yes,85,0,0.687
1475,Ops,28-02-2025 01:36,61,All-Hands,14,39,No,74,3,0.198
1487,Finance,26-02-2025 10:27,56,Team,4,209,No,86,18,0.404
1699,Ops,13-07-2025 03:35,72,All-Hands,8,53,No,65,0,0.201
1148,Finance,26-04-2025 16:26,26,All-Hands,9,33,Yes,57,17,0.648
1295,Ops,16-05-2025 00:45,71,All-Hands,6,153,No,79,12,0.359
1984,Finance,31-05-2025 10:19,97,01:01,14,2,Yes,75,7,0.713
1939,Finance,09-08-2025 03:15,72,Client,11,75,No,51,10,0.31
1625,Sales,17-07-2025 15:58,42,Client,3,76,No,86,11,0.245
1273,HR,22-05-2025 17:37,16,Client,6,134,No,75,11,0.204
1472,Tech,26-02-2025 22:09,30,Team,8,167,No,58,14,0.282
1693,Tech,09-07-2025 17:48,115,Client,14,4,Yes,60,9,0.779
1688,HR,07-05-2025 23:38,66,01:01,14,168,Yes,95,17,0.802
1421,HR,11-02-2025 00:43,29,01:01,11,247,No,56,7,0.241
1359,Tech,14-06-2025 05:31,42,Client,4,142,No,97,3,0.192
1197,HR,23-06-2025 00:43,99,01:01,7,64,Yes,53,10,0.773
1058,Finance,24-04-2025 02:30,40,Team,14,164,Yes,72,15,0.716
1725,HR,21-06-2025 07:18,105,01:01,8,167,Yes,62,15,0.879
1384,Finance,22-04-2025 02:34,108,Team,14,67,Yes,89,15,0.847
1712,Tech,03-02-2025 17:32,45,Client,6,105,No,74,11,0.265
1478,HR,20-04-2025 19:28,26,All-Hands,11,100,No,97,0,0.105
1787,Ops,26-01-2025 07:14,106,Client,10,11,No,54,19,0.459
1165,HR,06-05-2025 08:49,68,Client,13,55,Yes,84,4,0.632
1391,Ops,13-07-2025 08:11,112,Client,3,76,Yes,88,9,0.8
1264,Sales,16-02-2025 08:46,72,Team,12,41,No,87,3,0.226
1071,Ops,23-05-2025 11:55,67,Team,2,70,No,90,7,0.266
1182,Ops,16-08-2025 00:40,115,01:01,4,73,Yes,92,14,0.857
1553,Ops,06-01-2025 11:47,52,Team,6,220,Yes,68,18,0.798
1934,Ops,24-06-2025 19:07,24,Client,13,245,Yes,53,17,0.728
1035,HR,16-04-2025 17:13,94,01:01,9,35,No,74,11,0.359
1795,Ops,25-05-2025 06:55,112,01:01,5,100,No,52,8,0.4
1152,HR,26-03-2025 21:13,75,01:01,6,145,No,92,2,0.266
1272,Tech,23-06-2025 15:44,77,Client,10,246,No,83,8,0.371
1588,HR,06-08-2025 03:08,92,All-Hands,5,92,No,90,12,0.387
1446,Ops,10-06-2025 18:24,64,01:01,13,169,Yes,65,11,0.738
1003,Ops,24-04-2025 23:22,83,All-Hands,3,233,Yes,50,6,0.761
1580,Finance,24-02-2025 18:25,110,Client,11,16,No,97,2,0.301
1698,Sales,23-01-2025 02:53,60,All-Hands,11,245,Yes,88,16,0.808
1647,HR,21-08-2025 00:51,76,Client,7,150,No,71,3,0.28
1082,Ops,10-04-2025 12:03,63,Client,12,200,Yes,53,6,0.698
1180,Finance,06-02-2025 15:53,101,01:01,3,48,No,73,7,0.342
1676,Tech,17-01-2025 21:25,109,Client,9,47,No,92,1,0.301
1917,HR,12-04-2025 15:31,69,Client,9,176,No,75,15,0.393
1086,Ops,28-07-2025 01:26,71,Team,14,142,Yes,76,3,0.664
1036,Tech,07-04-2025 19:45,94,01:01,13,157,Yes,85,2,0.718
1500,Ops,20-06-2025 14:40,100,01:01,2,85,No,99,17,0.454
1511,Finance,08-08-2025 12:45,63,All-Hands,13,54,Yes,70,3,0.609
1037,Sales,08-05-2025 18:58,109,01:01,13,158,No,72,19,0.526
1806,HR,21-06-2025 23:35,93,All-Hands,8,155,Yes,65,4,0.735
1216,Finance,28-02-2025 05:00,35,All-Hands,2,241,Yes,86,12,0.704
1758,Finance,31-03-2025 01:27,33,Team,14,145,Yes,63,3,0.571
1037,Tech,15-07-2025 10:02,114,All-Hands,5,51,Yes,68,12,0.825
1482,Finance,05-04-2025 15:44,58,01:01,8,248,Yes,93,3,0.674
1718,Tech,31-01-2025 11:46,48,01:01,3,68,Yes,59,9,0.637
1647,HR,04-04-2025 10:57,55,Client,14,230,Yes,54,9,0.719
1467,Finance,26-02-2025 15:05,24,Team,7,218,Yes,70,7,0.617
1837,HR,03-05-2025 00:22,79,01:01,13,112,No,88,13,0.372
1609,Finance,28-01-2025 13:39,99,Team,6,48,Yes,58,16,0.827
1823,Tech,24-07-2025 00:11,83,All-Hands,11,184,No,80,19,0.471
1830,Ops,26-04-2025 20:35,75,Client,9,165,Yes,92,18,0.834
1999,Finance,10-03-2025 04:44,114,Team,3,160,No,62,13,0.479
1856,Tech,13-07-2025 22:58,111,01:01,14,42,Yes,98,3,0.724
1343,HR,21-01-2025 22:21,24,01:01,7,56,No,50,6,0.142
1144,Ops,21-01-2025 21:24,72,Team,12,20,No,77,15,0.338
1566,Tech,16-02-2025 00:00,70,All-Hands,8,115,Yes,69,5,0.671
1947,Finance,10-07-2025 00:32,68,01:01,10,155,Yes,54,17,0.802
1102,Finance,05-03-2025 06:32,61,All-Hands,7,56,Yes,78,18,0.755
1016,Ops,18-05-2025 23:45,111,01:01,2,236,Yes,52,9,0.862
1007,Tech,21-04-2025 09:50,35,01:01,4,232,No,89,2,0.2
1426,Ops,20-02-2025 18:42,39,Team,14,229,Yes,94,19,0.779
1146,Sales,21-07-2025 00:23,66,All-Hands,13,108,No,83,15,0.358
1244,Tech,22-07-2025 17:11,101,01:01,7,114,Yes,62,16,0.858
1734,Ops,04-07-2025 15:56,101,01:01,10,80,No,51,18,0.465
1356,Ops,31-07-2025 04:34,97,01:01,9,134,Yes,91,9,0.786
1196,HR,10-01-2025 00:40,73,01:01,5,72,No,66,14,0.351
1883,Finance,04-03-2025 05:19,16,Team,5,18,No,66,4,0.087
1788,Tech,15-05-2025 09:58,53,Client,3,116,Yes,56,16,0.739
1198,HR,07-01-2025 16:49,53,Team,5,167,No,94,3,0.229
1509,Tech,28-05-2025 14:44,116,Team,10,196,Yes,79,11,0.878
1055,Sales,02-04-2025 07:08,82,Client,9,28,Yes,58,3,0.646
1445,Sales,14-04-2025 20:23,65,Client,9,13,No,54,17,0.338
1044,HR,18-01-2025 21:31,56,01:01,10,210,Yes,61,17,0.794
1161,HR,10-02-2025 10:07,31,All-Hands,9,202,Yes,84,16,0.718
1072,Tech,27-02-2025 01:18,15,All-Hands,13,8,No,64,2,0.061
1429,Tech,12-06-2025 12:12,100,Client,12,210,Yes,94,11,0.844
1797,HR,19-02-2025 15:57,34,Client,2,212,Yes,98,12,0.69
1100,Tech,01-05-2025 06:14,15,All-Hands,11,46,Yes,81,6,0.516
1384,Tech,06-05-2025 02:46,100,01:01,3,111,No,95,17,0.464
1599,Ops,13-01-2025 02:50,53,01:01,2,220,No,67,11,0.331
1148,Tech,22-07-2025 04:39,86,All-Hands,7,222,Yes,83,6,0.764
1396,Sales,11-02-2025 21:00,50,Team,3,37,No,58,8,0.22
1737,Tech,17-07-2025 21:12,86,Client,4,34,No,67,4,0.269
1207,Sales,17-07-2025 11:55,28,Team,13,157,Yes,53,6,0.593
1708,Finance,24-01-2025 09:24,98,01:01,10,155,No,61,1,0.317
1139,HR,17-04-2025 15:36,92,All-Hands,7,158,No,72,15,0.443
1428,Tech,25-07-2025 21:35,34,Client,14,165,Yes,53,14,0.691
1907,Sales,01-02-2025 21:33,102,Team,10,0,Yes,56,11,0.765
1591,Finance,15-03-2025 11:05,19,Team,13,177,Yes,91,5,0.568
1421,Finance,12-02-2025 19:55,26,All-Hands,8,145,Yes,51,9,0.613
1605,Ops,15-07-2025 00:30,93,All-Hands,13,121,No,66,3,0.311
1014,Ops,11-01-2025 06:18,85,Team,10,222,Yes,88,1,0.711
1335,Ops,27-05-2025 06:57,84,Team,3,229,Yes,94,18,0.882
1935,Finance,21-07-2025 04:16,48,01:01,13,14,No,63,5,0.176
1045,HR,25-05-2025 15:41,64,All-Hands,6,241,Yes,81,2,0.676
1435,Finance,21-04-2025 04:46,17,All-Hands,7,85,No,59,18,0.257
1829,HR,01-06-2025 04:01,81,All-Hands,14,75,No,78,15,0.383
1246,HR,06-03-2025 15:00,31,01:01,8,12,No,51,3,0.112
1972,Tech,30-07-2025 23:33,24,Team,8,87,No,66,19,0.285
1302,Tech,03-01-2025 22:19,20,01:01,4,68,Yes,81,9,0.567
1491,Sales,18-01-2025 11:46,23,Team,12,204,No,68,5,0.189
1878,Finance,27-03-2025 19:51,18,01:01,9,186,No,84,2,0.139
1474,Tech,12-03-2025 00:41,82,All-Hands,10,100,Yes,89,15,0.795
1808,Sales,01-02-2025 05:45,68,All-Hands,4,222,Yes,93,7,0.729
1881,HR,23-01-2025 18:46,91,All-Hands,5,45,No,63,12,0.365
1543,HR,05-06-2025 01:08,41,Client,7,16,No,85,7,0.179
1770,Sales,13-05-2025 12:34,113,Team,2,232,Yes,51,12,0.895
1635,Sales,02-05-2025 16:02,66,01:01,3,51,No,77,10,0.285
1909,HR,09-03-2025 08:19,104,01:01,7,110,No,92,2,0.324
1374,Ops,22-05-2025 15:19,113,01:01,13,185,No,61,4,0.397
1375,Tech,01-03-2025 21:37,98,01:01,8,38,Yes,62,8,0.74
1141,Sales,02-02-2025 02:17,71,Team,6,236,Yes,61,12,0.792
1664,Ops,01-03-2025 04:59,88,Team,2,56,Yes,89,15,0.792
1328,Sales,03-01-2025 22:33,59,Client,4,2,No,54,10,0.248
1283,HR,11-03-2025 21:24,85,01:01,6,183,No,59,9,0.376
1353,Ops,21-07-2025 13:06,48,All-Hands,4,199,Yes,80,10,0.7
1481,Finance,13-08-2025 18:08,85,Client,14,65,No,55,8,0.319
1635,Sales,14-01-2025 12:14,77,01:01,5,184,Yes,83,17,0.836
1913,Ops,03-05-2025 04:35,94,01:01,10,139,Yes,56,6,0.751
1400,Tech,01-03-2025 02:31,31,Client,14,138,Yes,55,13,0.663
1111,Tech,01-06-2025 23:16,84,Client,7,129,Yes,71,19,0.852
1713,Tech,01-05-2025 22:21,103,All-Hands,13,112,Yes,78,7,0.772
1895,Tech,05-01-2025 13:06,51,01:01,2,51,No,82,17,0.318
1426,Finance,01-08-2025 09:14,19,Team,8,17,No,87,4,0.094
1355,Ops,06-01-2025 16:22,108,All-Hands,4,222,Yes,59,14,0.899
1298,Tech,26-04-2025 13:36,56,01:01,12,175,Yes,93,17,0.78
1892,Tech,21-03-2025 23:07,101,Client,2,15,No,87,2,0.279
1592,Sales,14-06-2025 22:34,112,Client,13,1,No,79,12,0.4
1607,Finance,07-07-2025 08:03,55,All-Hands,12,68,No,77,6,0.225
1311,Finance,16-03-2025 10:38,59,Team,5,23,No,76,12,0.277
1175,Sales,02-06-2025 05:01,41,Team,11,127,No,56,9,0.243
